Date,Strawberry
8/21/2013,97
8/22/2013,83
8/23/2013,81
8/24/2013,90.39
8/25/2013,77.55
8/26/2013,118
8/27/2013,120
8/28/2013,108
8/29/2013,94
8/30/2013,87
8/31/2013,95.94
9/1/2013,95.98
9/2/2013,99.71
9/3/2013,109
9/4/2013,105
9/5/2013,98
9/6/2013,100
9/7/2013,105.56
9/8/2013,104.63
9/9/2013,142
9/10/2013,144
9/11/2013,115
9/12/2013,117
9/13/2013,126
9/14/2013,135.16
9/15/2013,128.53
9/16/2013,168
9/17/2013,160
9/18/2013,118
9/19/2013,126
9/20/2013,118
9/21/2013,128.03
9/22/2013,137.15
9/23/2013,171
9/24/2013,149
9/25/2013,118
9/26/2013,128
9/27/2013,116
9/28/2013,125.16
9/29/2013,132.71
9/30/2013,157
10/1/2013,155.76
10/2/2013,138.05
10/3/2013,159.7
10/4/2013,157.73
10/5/2013,156.63
10/6/2013,158.27
10/7/2013,169.87
10/8/2013,166.21
10/9/2013,172.21
10/10/2013,166
10/11/2013,144.07
10/12/2013,121.3
10/13/2013,158.89
10/14/2013,167.36
10/15/2013,155.25
10/16/2013,169.84
10/17/2013,126
10/18/2013,123
10/19/2013,111.44
10/20/2013,165.31
10/21/2013,174
10/22/2013,158
10/23/2013,109
10/24/2013,116
10/25/2013,120
10/26/2013,118.52
10/27/2013,134.72
10/28/2013,126
10/29/2013,123
10/30/2013,51
10/31/2013,71
11/1/2013,94
11/2/2013,91.48
11/3/2013,97.1
11/4/2013,112
11/5/2013,135
11/6/2013,80
11/7/2013,89
11/8/2013,102
11/9/2013,96.56
11/10/2013,100.63
11/11/2013,108.07
11/12/2013,132
11/13/2013,93
11/14/2013,86
11/15/2013,104
11/16/2013,87.42
11/17/2013,101.93
11/18/2013,106
11/19/2013,106
11/20/2013,35
11/21/2013,60
11/22/2013,82
11/23/2013,68.99
11/24/2013,76.47
11/25/2013,79
11/26/2013,78
11/27/2013,36
11/28/2013,71.41
11/29/2013,47
11/30/2013,50.31
12/1/2013,54.83
12/2/2013,61
12/3/2013,74
12/4/2013,72.62
12/5/2013,13
12/6/2013,1
12/7/2013,43.84
12/8/2013,35.5
12/9/2013,36.2
12/10/2013,35.88
12/11/2013,59.95
12/12/2013,62.92
12/13/2013,58.2
12/14/2013,49.69
12/15/2013,31.69
12/16/2013,31.94
12/17/2013,34.08
12/18/2013,63.28
12/19/2013,60.65
12/20/2013,43.64
12/21/2013,30.41
12/22/2013,27.47
12/23/2013,29.11
12/24/2013,32.29
12/25/2013,79.93
12/26/2013,63.97
12/27/2013,36.6
12/28/2013,26.92
12/29/2013,58.88
12/30/2013,65.32
12/31/2013,26.18
1/1/2014,106.45
1/2/2014,67.17
1/3/2014,134.13
1/4/2014,140.78
1/5/2014,129.15
1/6/2014,128.46
1/7/2014,144.04
1/8/2014,76.01
1/9/2014,76.01
1/10/2014,76.01
1/11/2014,76.01
1/12/2014,76.01
1/13/2014,76.01
1/14/2014,75.97
1/15/2014,75.97
1/16/2014,75.97
1/17/2014,75.97
1/18/2014,75.97
1/19/2014,75.97
1/20/2014,75.93
1/21/2014,75.93
1/22/2014,75.93
1/23/2014,75.93
1/24/2014,75.93
1/25/2014,75.93
1/26/2014,75.9
1/27/2014,75.9
1/28/2014,75.9
1/29/2014,75.9
1/30/2014,75.9
1/31/2014,75.9
2/1/2014,75.87
2/2/2014,75.87
2/3/2014,75.87
2/4/2014,75.87
2/5/2014,75.87
2/6/2014,75.87
2/7/2014,75.84
2/8/2014,75.84
2/9/2014,75.84
2/10/2014,75.84
2/11/2014,75.84
2/12/2014,75.84
2/13/2014,75.82
2/14/2014,75.82
2/15/2014,75.82
2/16/2014,75.82
2/17/2014,75.82
2/18/2014,75.82
2/19/2014,75.79
2/20/2014,75.79
2/21/2014,75.79
2/22/2014,75.79
2/23/2014,75.79
2/24/2014,75.79
2/25/2014,75.78
2/26/2014,75.78
2/27/2014,49
2/28/2014,2
3/1/2014,57.33
3/2/2014,67.25
3/3/2014,5
3/4/2014,5
3/5/2014,5
3/6/2014,41
3/7/2014,81
3/8/2014,70.65
3/9/2014,67.86
3/10/2014,134
3/11/2014,151
3/12/2014,62
3/13/2014,115
3/14/2014,124
3/15/2014,113.81
3/16/2014,119.16
3/17/2014,164
3/18/2014,182
3/19/2014,129
3/20/2014,150
3/21/2014,188
3/22/2014,183.7
3/23/2014,178.17
3/24/2014,318
3/25/2014,307
3/26/2014,198
3/27/2014,264
3/28/2014,254
3/29/2014,280.38
3/30/2014,313.75
3/31/2014,395
4/1/2014,180
4/2/2014,43
4/3/2014,166
4/4/2014,178
4/5/2014,201.77
4/6/2014,209.78
4/7/2014,323
4/8/2014,352
4/9/2014,202
4/10/2014,283
4/11/2014,311
4/12/2014,317.2
4/13/2014,306.46
4/14/2014,392
4/15/2014,350
4/16/2014,293
4/17/2014,362
4/18/2014,360
4/19/2014,340.26
4/20/2014,329.72
4/21/2014,540
4/22/2014,557
4/23/2014,446
4/24/2014,382
4/25/2014,396
4/26/2014,443.99
4/27/2014,377.08
4/28/2014,484
4/29/2014,483
4/30/2014,435
5/1/2014,416
5/2/2014,427
5/3/2014,372.6
5/4/2014,355.7
5/5/2014,551
5/6/2014,531
5/7/2014,442
5/8/2014,395
5/9/2014,410
5/10/2014,461.2
5/11/2014,405.61
5/12/2014,571
5/13/2014,540
5/14/2014,467
5/15/2014,390
5/16/2014,388
5/17/2014,436.05
5/18/2014,442.66
5/19/2014,486
5/20/2014,477
5/21/2014,467
5/22/2014,378
5/23/2014,393
5/24/2014,407.5
5/25/2014,409.92
5/26/2014,438.97
5/27/2014,477
5/28/2014,378
5/29/2014,293
5/30/2014,251
5/31/2014,300.02
6/1/2014,329.34
6/2/2014,272
6/3/2014,271
6/4/2014,243
6/5/2014,216
6/6/2014,219
6/7/2014,259.93
6/8/2014,262.61
6/9/2014,261
6/10/2014,283
6/11/2014,262
6/12/2014,212
6/13/2014,229
6/14/2014,257.46
6/15/2014,240.39
6/16/2014,243
6/17/2014,240
6/18/2014,214
6/19/2014,176
6/20/2014,180
6/21/2014,228.26
6/22/2014,236.72
6/23/2014,203
6/24/2014,225
6/25/2014,214
6/26/2014,181
6/27/2014,179
6/28/2014,238.14
6/29/2014,221.87
6/30/2014,231
7/1/2014,229
7/2/2014,218
7/3/2014,179
7/4/2014,170.81
7/5/2014,177.17
7/6/2014,170.21
7/7/2014,217
7/8/2014,216
7/9/2014,183
7/10/2014,166
7/11/2014,164
7/12/2014,174.36
7/13/2014,167.87
7/14/2014,182
7/15/2014,200
7/16/2014,178
7/17/2014,138
7/18/2014,143
7/19/2014,153.66
7/20/2014,153.12
7/21/2014,152
7/22/2014,142
7/23/2014,114
7/24/2014,103
7/25/2014,100
7/26/2014,128.1
7/27/2014,128.98
7/28/2014,113
7/29/2014,124
7/30/2014,117
7/31/2014,98
8/1/2014,89
8/2/2014,124.49
8/3/2014,123.69
8/4/2014,103
8/5/2014,104
8/6/2014,77
8/7/2014,76
8/8/2014,71
8/9/2014,104.98
8/10/2014,85.31
8/11/2014,75
8/12/2014,75
8/13/2014,77
8/14/2014,70
8/15/2014,77
8/16/2014,90.4
8/17/2014,70.88
8/18/2014,75
8/19/2014,86
8/20/2014,76
8/21/2014,78
8/22/2014,72
8/23/2014,71.73
8/24/2014,65.72
8/25/2014,92
8/26/2014,85
8/27/2014,83
8/28/2014,89
8/29/2014,81
8/30/2014,79.38
8/31/2014,78.13
9/1/2014,80.99
9/2/2014,119
9/3/2014,98
9/4/2014,91
9/5/2014,113
9/6/2014,115.32
9/7/2014,121.02
9/8/2014,124
9/9/2014,134
9/10/2014,96
9/11/2014,99
9/12/2014,127
9/13/2014,137.7
9/14/2014,125.41
9/15/2014,140
9/16/2014,155
9/17/2014,100
9/18/2014,103
9/19/2014,141
9/20/2014,147.31
9/21/2014,142.72
9/22/2014,163
9/23/2014,160
9/24/2014,118
9/25/2014,134
9/26/2014,142
9/27/2014,152.26
9/28/2014,156.3
9/29/2014,163
9/30/2014,158
10/1/2014,119
10/2/2014,129
10/3/2014,107
10/4/2014,118.48
10/5/2014,135.32
10/6/2014,138
10/7/2014,137
10/8/2014,118
10/9/2014,141
10/10/2014,130
10/11/2014,127.44
10/12/2014,139.12
10/13/2014,147.28
10/14/2014,160
10/15/2014,131
10/16/2014,133
10/17/2014,109
10/18/2014,108.84
10/19/2014,129.55
10/20/2014,138
10/21/2014,114
10/22/2014,84
10/23/2014,110
10/24/2014,102
10/25/2014,96.02
10/26/2014,109.01
10/27/2014,99
10/28/2014,114
10/29/2014,107
10/30/2014,84
10/31/2014,88
11/1/2014,89.66
11/2/2014,101.29
11/3/2014,34
11/4/2014,32
11/5/2014,30
11/6/2014,37
11/7/2014,52
11/8/2014,59.76
11/9/2014,62.02
11/10/2014,87
11/11/2014,77.63
11/12/2014,63
11/13/2014,55
11/14/2014,63
11/15/2014,62.12
11/16/2014,63.73
11/17/2014,62
11/18/2014,61
11/19/2014,36
11/20/2014,38
11/21/2014,38
11/22/2014,37.04
11/23/2014,42.72
11/24/2014,53
11/25/2014,42
11/26/2014,30
11/27/2014,54.16
11/28/2014,43
11/29/2014,41.37
11/30/2014,34.97
12/1/2014,51
12/2/2014,45.22
12/3/2014,60.72
12/4/2014,35
12/5/2014,26
12/6/2014,29.15
12/7/2014,28.53
12/8/2014,36
12/9/2014,28
12/10/2014,19
12/11/2014,18
12/12/2014,1
12/13/2014,51.48
12/14/2014,22.15
12/15/2014,4
12/16/2014,18.2
12/17/2014,57.43
12/18/2014,53.24
12/19/2014,24.78
12/20/2014,24.28
12/21/2014,22.21
12/22/2014,21.05
12/23/2014,25.02
12/24/2014,60.69
12/25/2014,53.85
12/26/2014,24.31
12/27/2014,21.6
12/28/2014,28.84
12/29/2014,66.99
12/30/2014,23.66
12/31/2014,70.8
1/1/2015,57.84
1/2/2015,25.9
1/3/2015,180.02
1/4/2015,172.21
1/5/2015,21.01
1/6/2015,25.96
1/7/2015,118.97
1/8/2015,73.12
1/9/2015,25.79
1/10/2015,131.53
1/11/2015,130.45
1/12/2015,128.92
1/13/2015,143.7
1/14/2015,179.54
1/15/2015,78.21
1/16/2015,143.47
1/17/2015,75.16
1/18/2015,75.16
1/19/2015,75.16
1/20/2015,75.16
1/21/2015,75.07
1/22/2015,75.07
1/23/2015,75.07
1/24/2015,75.07
1/25/2015,75.07
1/26/2015,75.07
1/27/2015,75
1/28/2015,75
1/29/2015,75
1/30/2015,75
1/31/2015,75
2/1/2015,75
2/2/2015,74.93
2/3/2015,74.93
2/4/2015,74.93
2/5/2015,74.93
2/6/2015,74.93
2/7/2015,74.93
2/8/2015,74.87
2/9/2015,74.87
2/10/2015,74.87
2/11/2015,74.87
2/12/2015,74.87
2/13/2015,74.87
2/14/2015,74.82
2/15/2015,74.82
2/16/2015,74.82
2/17/2015,74.82
2/18/2015,74.82
2/19/2015,74.82
2/20/2015,74.78
2/21/2015,74.78
2/22/2015,74.78
2/23/2015,60
2/24/2015,64
2/25/2015,50
2/26/2015,55
2/27/2015,92
2/28/2015,77.77
3/1/2015,72.99
3/2/2015,91
3/3/2015,102
3/4/2015,37
3/5/2015,72
3/6/2015,105
3/7/2015,83.17
3/8/2015,80.8
3/9/2015,174
3/10/2015,209
3/11/2015,119
3/12/2015,150
3/13/2015,166
3/14/2015,169.68
3/15/2015,187.9
3/16/2015,273
3/17/2015,249
3/18/2015,188
3/19/2015,233
3/20/2015,239
3/21/2015,251.09
3/22/2015,271.62
3/23/2015,407
3/24/2015,412
3/25/2015,307
3/26/2015,349
3/27/2015,343
3/28/2015,297.38
3/29/2015,295.92
3/30/2015,408
3/31/2015,369
4/1/2015,297
4/2/2015,262
4/3/2015,271
4/4/2015,298.67
4/5/2015,301.32
4/6/2015,601
4/7/2015,124
4/8/2015,245
4/9/2015,250
4/10/2015,311
4/11/2015,339.83
4/12/2015,312.71
4/13/2015,419
4/14/2015,413
4/15/2015,310
4/16/2015,323
4/17/2015,338
4/18/2015,383.49
4/19/2015,356.03
4/20/2015,428
4/21/2015,392
4/22/2015,368
4/23/2015,338
4/24/2015,312
4/25/2015,363.01
4/26/2015,410.51
4/27/2015,461
4/28/2015,404
4/29/2015,340
4/30/2015,326
5/1/2015,349
5/2/2015,374.36
5/3/2015,417.05
5/4/2015,471
5/5/2015,462
5/6/2015,458
5/7/2015,356
5/8/2015,337
5/9/2015,335.47
5/10/2015,407.6
5/11/2015,480
5/12/2015,517
5/13/2015,455
5/14/2015,313
5/15/2015,265
5/16/2015,348.32
5/17/2015,387.83
5/18/2015,448
5/19/2015,470
5/20/2015,407
5/21/2015,277
5/22/2015,260
5/23/2015,325.51
5/24/2015,333.53
5/25/2015,337.95
5/26/2015,312
5/27/2015,259
5/28/2015,262
5/29/2015,232
5/30/2015,259.47
5/31/2015,297.91
6/1/2015,377
6/2/2015,344
6/3/2015,288
6/4/2015,264
6/5/2015,269
6/6/2015,252.22
6/7/2015,258.21
6/8/2015,320
6/9/2015,292
6/10/2015,268
6/11/2015,251
6/12/2015,220
6/13/2015,248.37
6/14/2015,254.93
6/15/2015,277
6/16/2015,294
6/17/2015,255
6/18/2015,215
6/19/2015,183
6/20/2015,233.11
6/21/2015,259.67
6/22/2015,238
6/23/2015,238
6/24/2015,226
6/25/2015,196
6/26/2015,230
6/27/2015,240.81
6/28/2015,208.51
6/29/2015,216
6/30/2015,197
7/1/2015,156
7/2/2015,123
7/3/2015,208.98
7/4/2015,221.16
7/5/2015,184.02
7/6/2015,180
7/7/2015,154
7/8/2015,77
7/9/2015,117
7/10/2015,128
7/11/2015,161.65
7/12/2015,158.14
7/13/2015,133
7/14/2015,140
7/15/2015,118
7/16/2015,116
7/17/2015,125
7/18/2015,162.37
7/19/2015,146.19
7/20/2015,131.85
7/21/2015,123.43
7/22/2015,113.94
7/23/2015,121.71
7/24/2015,55
7/25/2015,116.24
7/26/2015,126.67
7/27/2015,126
7/28/2015,113
7/29/2015,105
7/30/2015,96
7/31/2015,103
8/1/2015,107.77
8/2/2015,98.37
8/3/2015,115
8/4/2015,118
8/5/2015,117
8/6/2015,107
8/7/2015,96
8/8/2015,91.64
8/9/2015,115.21
8/10/2015,110
8/11/2015,114
8/12/2015,98
8/13/2015,97
8/14/2015,91
8/15/2015,94.53
8/16/2015,92.45
8/17/2015,129
8/18/2015,144
8/19/2015,128
8/20/2015,128
8/21/2015,132
8/22/2015,136.06
8/23/2015,146.97
8/24/2015,169
8/25/2015,165
8/26/2015,109
8/27/2015,136
8/28/2015,123
8/29/2015,129.96
8/30/2015,135.57
8/31/2015,172
